  0.604305E+01  0.108408E-01  0.108408E-01  0.108408E-01  198254
  0.608972E+01  0.106574E-01  0.106574E-01  0.106574E-01  198074
  0.613796E+01  0.104332E-01  0.104332E-01  0.104332E-01  202050
  0.618651E+01  0.101030E-01  0.101030E-01  0.101030E-01  205502
  0.623594E+01  0.993557E-02  0.993557E-02  0.993557E-02  210666
  0.628407E+01  0.977050E-02  0.977050E-02  0.977050E-02  212426
  0.633035E+01  0.948929E-02  0.948929E-02  0.948929E-02  213918
  0.637942E+01  0.924530E-02  0.924530E-02  0.924530E-02  220994
  0.642946E+01  0.900811E-02  0.900811E-02  0.900811E-02  221522
  0.647845E+01  0.881197E-02  0.881197E-02  0.881197E-02  226314
  0.652392E+01  0.866407E-02  0.866407E-02  0.866407E-02  227294
  0.657198E+01  0.844760E-02  0.844760E-02  0.844760E-02  232962
  0.662257E+01  0.825659E-02  0.825659E-02  0.825659E-02  237818
  0.667183E+01  0.808789E-02  0.808789E-02  0.808789E-02  238398
  0.671849E+01  0.792643E-02  0.792643E-02  0.792643E-02  241418
  0.676498E+01  0.772972E-02  0.772972E-02  0.772972E-02  246818
  0.681433E+01  0.758507E-02  0.758507E-02  0.758507E-02  249906
  0.686528E+01  0.740389E-02  0.740389E-02  0.740389E-02  254702
  0.691298E+01  0.726303E-02  0.726303E-02  0.726303E-02  254418
  0.695785E+01  0.706603E-02  0.706602E-02  0.706603E-02  260354
  0.700581E+01  0.690182E-02  0.690182E-02  0.690182E-02  264974
  0.705877E+01  0.678915E-02  0.678915E-02  0.678915E-02  268722
  0.710699E+01  0.662519E-02  0.662519E-02  0.662519E-02  271562
  0.715289E+01  0.649497E-02  0.649497E-02  0.649497E-02  275586
  0.719961E+01  0.630317E-02  0.630317E-02  0.630317E-02  280190
  0.725018E+01  0.620562E-02  0.620562E-02  0.620562E-02  282834
  0.730103E+01  0.604784E-02  0.604784E-02  0.604784E-02  285170
  0.734780E+01  0.593809E-02  0.593809E-02  0.593809E-02  289886
  0.739210E+01  0.579647E-02  0.579647E-02  0.579647E-02  294474
  0.744176E+01  0.566180E-02  0.566180E-02  0.566180E-02  299498
  0.749490E+01  0.556557E-02  0.556557E-02  0.556557E-02  299958
  0.753847E+01  0.545192E-02  0.545192E-02  0.545192E-02  305858
  0.759147E+01  0.535516E-02  0.535516E-02  0.535516E-02  310794
  0.763314E+01  0.520129E-02  0.520129E-02  0.520129E-02  313082
  0.768538E+01  0.510802E-02  0.510802E-02  0.510802E-02  316046
